id,sent0,sent1,label
1680,he found a dog in the woods.,he found a whale in the woods.,1
1681,he put gas in his car,he put honey in his car,0
1682,Cristobal wants me to write some things down for him.,Cristobal wants me to drink some things down for him,0
1683,She cooks food using fresh water.,She cooks food using sea water.,0
1684,He prepared a turkey for Thanksgiving,He prepared an elephant for Thanksgiving,1
1685,she went to the store to buy bread,she went to the movies to buy bread,0
1686,Presidents are required to have a Vice President beside them during their term.,Presidents are not required to have a partner during their terms.,1
1687,She walked her dog,Her dog walked her,0
1688,The pen ran out of ink,The ink ran out of pen,1
1689,The blanket was warm.,The ice was warm.,0
1690,Two people are working on their yard.,Two cats are working on their yard.,1
1691,She put the dirty dishes into the dishwasher.,She put the dirty laundry into the dishwasher.,0
1692,Zebras have stripes.,Leopards have stripes.,0
1693,My sister ate yellow egg yolk,My sister ate blue egg yolk,1
1694,He puts the cake into the oven.,He puts the ice cream into the oven.,1
1695,The team won the game,The team read the game,0
1696,He washed the car.,He washed the dirt.,1
1697,I enjoy eating cake.,I enjoy eating staples.,0
1698,There are seven days in a week.,There are seven days in a snake.,1
1699,you can find tools in the hardware store,you can find food in the hardware store,1
1700,He was jailed for six months for stealing.,He was jailed for six months for sleeping.,1
1701,a dog drank cold water,a dog drank cold ice,0
1702,Every morning i go for a walk at the forest.,Every morning i go for a walk at the moon.,1
1703,You brush your hair with a hairbrush,You cut your hair with a hairbrush,0
1704,We are ready now.,We were ready now.,0
1705,he wrapped a book with gift wrapper,he wrapped a house with gift wrapper,1
1706,Jim rides his horse to the store.,Jim rides his butter to the store.,0
1707,The doctor gave him opiates to manage the pain from his surgery.,The doctor gave him opiates to put him in more pain.,1
1708,Journalists publish articles in newspapers.,Journalists publish articles in the Bible.,0
1709,He wear cloths every day,He wear stones every day,0
1710,He deposited a check at the atm.,He deposited a sword at the atm.,0
1711,Dogs are similar to wolves in being canines.,Dogs are similar to wolves in being pets.,0
1712,a hammer can force a nail into a board,a pie can force a nail into a board,0
1713,He walked the dog.,He walked the shark.,1
1714,Butter is used in cooking.,Butter is deadly in cooking.,1
1715,I go to the museum to bond with my family,I go to the museum to see my family,0
1716,Red light means to stop,Green light means to stop,1
1717,Eating lots of fresh fruits and vegetables is good for you.,Eating lots of french fries is good for you.,0
1718,She learned to dance in ballet class.,She learned to eat in ballet class.,0
1719,People like soaking in hot springs for the medicinal benefits.,People like soaking in mayonnaise for the medicinal benefits.,1
1720,Something you will find in a living room is a television,Something you will find in a living room is a gate,0
1721,She took the dog for a walk,She took the lion for a walk,1
1722,The park was down the street from his house,The idea was down the street from his house,1
1723,he saw snake and took pictures with his camera,he saw snake and took pictures with his comb,0
1724,People drink coffee to make them feel energized.,People drink coffee to fall in sleep faster.,1
1725,she will be going to the library to return the books.,she will be going to the movie hall to return the books.,0
1726,He pickled the vegetables.,He pickled the plate.,1
1727,A person wants helpful hints.,A person wants useless hints.,0
1728,The book fits on the shelf.,The shelf fits on the book.,0
1729,A tow truck tows cars.,A tow truck tows toes.,0
1730,You must invest in a stock portfolio to have a secure retirement financially.,You must invest in stock if you want to retire at all.,1
1731,People use money to buy things,People use electricity to buy things,0
1732,He poured a glass of water from the sink.,He poured a plate of water from the sink.,0
1733,He put some water to put out the fire,He put some petrol to put out the fire,0
1734,"During the day, the sky is usually blue.","During the day, the ocean is usually yellow.",1
1735,I picked the flowers outside.,I picked the flowers in the library.,0
1736,I sleep on a mattress with a blanket to keep warm at night,I sleep on a stove with a blanket to keep warm at night,0
1737,little girls are too small to ride a bike,Little girls are too small to eat a bike,0
1738,Dolphins breathe air.,Dolphins breathe cheese.,0
1739,Phone calls can be put on speaker mode.,Phone calls can be made with loud speakers.,1
1740,Jumping jacks can be considered exercise.,Sleeping can be considered exercise.,0
1741,Cheese is formed through fermentation.,Cheese is formed through dry curing.,0
1742,he made juice with the mixer,he made pizza with the mixer,1
1743,She lived in a house.,She lived in a shoe.,0
1744,Snake is a wild animal,Snake is a pet animal,0
1745,He put the shoe on his foot,He put the shoe on his head,0
1746,surprising someone can requires an unexpected event,surprising someone can requires a bird,0
1747,There are twelve months in a year,There are twenty months in a year,0
1748,he took a picture with his camera,he took a picture with his calculator,0
1749,He put his shoes on his feet,He put shoes on the ceiling,1
1750,She cut up a watermelon.,She cut up a blanket.,1
1751,The little girl ate a cheeseburger.,The little girl ate a computer.,1
1752,The last thing you do when you play a game of chess is win or loose,The last thing you do when you play chess is to become chess.,1
1753,Her mother made lasagna for dinner.,Her mother made uranium for dinner.,0
1754,She had a glass of wine with her dinner.,She ate the glass of wine for her dinner.,1
1755,She opened her Christmas presents.,She opened her Christmas pillow.,0
1756,The worker ate the sandwich,The worker ate the screw,0
1757,I am going to paint this chair.,I am going to eat this chair.,0
1758,When your car is low on gas you can fill the gas tank at a gas station.,When your car is low on gas you can fill the gas tank at a hardware store,1
1759,Bears often steal camper's food,Mosquitoes often steal camper's food,0
1760,He types using a keyboard.,He types using a piano.,0
1761,A battery can power a remote,A hamster can power a remote,0
1762,He wrote on a paper with a pen.,He wrote on a paper with a rubber.,1
1763,I hung the curtain in the window.,I hung the curtain in the closet.,0
1764,She went swimming in a pool.,She went for a drive in a pool.,1
1765,The dead are buried in cemeteries.,The dead live inside cemeteries.,0
1766,I had to vacuum because my cat was shedding.,I had to vacuum because my goldfish was shedding.,1
1767,Sometimes people cheat on tests,Sometimes goldfish cheat on tests,1
1768,The first thing you do when doing laundry is to sort it.,The first thing you do when doing laundry is to throw it in a puddle.,0
1769,I went to the park for a hike.,I went to the mall for a hike.,1
1770,She blew her nose with a tissue,She blew her  nose with a mouse,0
1771,I scrambled eggs.,I wore eggs.,0
1772,Sarah put tuna salad in the fridge.,Sarah put cats in the fridge.,0
1773,You are likely to find salt in ocean water.,You are likely to find sugar in ocean water.,0
1774,Drinking green tea increases you lifespan.,Drinking cement increases your lifespan,1
1775,a violin is used for making music,a violin is used for making pizza,0
1776,Lee swam in the ocean.,Lee swam in butter.,1
1777,she uses a boat to cross the river,she uses a bike to cross the river,0
1778,He drove his car on the highway,He flew his car onto the highway,1
1779,He put the fruits in his back pack.,He put his bicycle in his back pack,1
1780,She put a Turkey in the oven.,She put a desk in the oven.,1
1781,She drinks a cup of tea.,She drinks a cup of bricks.,1
1782,The girl walked her dog.,The girl walked her boat.,0
1783,natural roses have thorns,natural roses have crystals,0
1784,I use an umbrella when it rains to keep from getting wet.,I use a sword when it rains to keep from getting wet.,1
1785,Fishes live in water.,Humans live in water.,0
1786,He put some clothes in the laundry machine.,He put some icebergs in the laundry machine.,1
1787,There were many pages in the book.,There were many pages in the flyer.,1
1788,"Plumber is a person who fits and repairs the pipes, fittings, and other apparatus of water supply","Driver is a person who fits and repairs the pipes, fittings, and other apparatus of water supply",0
1789,you can name the stars,you can touch the stars,1
1790,The remote was used to turn on the TV.,The cat's tail was used to turn on the TV.,0
1791,The nurse made her rounds in the hospital.,The nurse made her rounds in the school.,1
1792,Taking my dog for a walk,Taking my tiger for a walk,0
1793,The monkey pulled on the branch of the tree.,The monkey pulled the immense oak tree out of the ground.,0
1794,Violins make music.,Ham makes music.,1
