id,sents
2867,I sang a song.
2868,He through the football as far as he could.
2869,I need to see a dentist because my teeth hurt
2870,She was writing with a pen.
2871,I want to read that book
2872,The soccer players kick the ball.
2873,After I washed my hands I dried my wet hands with a clean towel.
2874,He cooked the chicken strips for dinner.
2875,She popped popcorn in the microwave.
2876,The leaves fell from the tree onto the ground.
2877,A driveway is a parking area.
2878,Corn grows in the garden.
2879,"My brother and I went to a restaurant, he ordered juice"
2880,Cowboys used to ride horses to get everywhere in the Old West.
2881,Her car ran out of gas.
2882,He sailed his ship on the lake
2883,There are six sides to a square box.
2884,He put his clothes in the washing machine.
2885,He rode the horse.
2886,Leopards have spots.
2887,I will go to the theater tonight with my husband.
2888,He drinks a beer every night to relax.
2889,The monkey climbed the tree.
2890,he made the sandwich using bread and mayonnaise
2891,The baby cried when he was injured.
2892,He saw leaves falling from the tree.
2893,grass is green
2894,having an iphone makes you cool
2895,I eat my breakfast in my kitchen in the morning.
2896,He jumped on his bed.
2897,You are likely to find a watch on a wrist
2898,We need more coal to start the grill.
2899,Magnet is a thing that has a powerful attraction
2900,She always bakes pizza in an oven.
2901,matthew likes sports
2902,She cleaned up her house using a mop.
2903,A fish lives in the water.
2904,He put the letter in the mailbox
2905,The leopard had many spots.
2906,They went for a walk in the rain.
2907,Kite is usually flown in the wind at the end of a long string
2908,Fortnite is a very popular game in Mexico
2909,The cat ran away from the dog.
2910,A pickle is sometimes green
2911,I took the letter to the post office to be mailed.
2912,Amethyst is a type of mineral.
2913,A dog has four legs.
2914,He lives in a house.
2915,The doctor rushed to the hospital to see his patient.
2916,The sad little girl cried at the funeral.
2917,people love cookies
2918,i write a text
2919,A human can tie things
2920,Some human beings can run very fast.
2921,Bicycles have round wheels.
2922,She likes to eat hamburgers for lunch.
2923,Helmet is a hard or padded protective hat which are worn by motorcyclists
2924,I wore a hat on my head.
2925,California is a state.
2926,I drew a picture with a crayon
2927,He won the game by sheer luck
2928,Turkeys have feathers.
2929,She cooked some tacos
2930,My lizard ate a fly
2931,He charges his phone.
2932,I will take notes in the book.
2933,You can save money on your electric bill by unplugging your microwave when you aren't using it.
2934,Windows are made of glass
2935,The boy can ride a bike.
2936,A soccer team is composed of eleven players
2937,He wears glasses to help him more clearly.
2938,Socks are meant to go on feet
2939,He ate a potato chip.
2940,My best friend is throwing a party for his mom's birthday
2941,He put cream in his coffee.
2942,He put popcorn in the car.
2943,He drove the car to get to work.
2944,My garden looks lovely in the Spring.
2945,He washed his car with soap.
2946,The apple fell from the tree.
2947,I like to bake cookies.
2948,A thing that you find on an apple tree are apples.
2949,The driver drove a car on the bridge over a lake
2950,People can lift dumbbells.
2951,The water is clear
2952,Cats can see in the dark.
2953,My to-do list is packed! 1) Pay cell phone bill on time.
2954,I can go to Canada
2955,I can drive you to the next city
2956,The dog likes to chase the ball.
2957,A car has a steering wheel in it
2958,She would like to get a bonus for her effort.
2959,A policeman arrested a criminal.
2960,My dog loves to swim around the pool.
2961,She rode the horse in a rodeo.
2962,He bought a car.
2963,The child put the box on the shelf.
2964,he put the  turkey inside fridge
2965,Mustard can go on a sandwich
2966,He put ground black pepper into the food.
2967,He rode his bike to the office.
2968,He went swimming in some water.
2969,Ripe bananas are yellow.
2970,I cooked a cake
2971,She throwed the ball into the basket
2972,Small cars use less gas.
2973,He eats beef.
2974,Your mobile phone can read many types of data.
2975,He put cookies in the oven
2976,I ate a cucumber.
2977,The angry kid told his teacher to back off.
2978,The couch in my grandmother's apartment weighed 240 pounds
2979,Most dogs have two eyes.
2980,He put the vase on the cupboard.
2981,She read a book.
2982,He went to an indian restaurant because he was craving curry
2983,The grass will grow around the concrete.
2984,The cow is eating the grass.
2985,You can always find a nurse in a hospital.
2986,He went for a swim in the ocean.
2987,The river flows down the mountain.
2988,My boyfriend sent me a bouquet of flowers for my birthday.
2989,I want to drink tea
2990,"The floor was wet, and she slipped in a puddle"
2991,The woman enjoyed reading her book in the library.
2992,Tables can be made out of wood.
2993,She drank soda.
2994,Dogs make nice pets.
2995,I took a shower to get clean.
2996,science is difficult
2997,I cook the salmon on the grill
2998,Kimonos are a piece of traditional Japanese clothing.
2999,she put a fish in a fish tank
3000,I baked a pie.
3001,Jenny likes wine
3002,You use soap in the shower
3003,An airplane can cross the ocean.
3004,He put the beer in the refrigerator.
3005,I've hidden my money under the couch
3006,Race cars drive fast in a circle
3007,He ate a hamburger for dinner.
3008,The best ice cream flavour is strawberry
3009,A clock measures time.
3010,He rode his bike to school
3011,I often fly to different locations.
3012,I like to eat pasta
3013,Cows like to eat grass.
3014,Skydiving is scary
3015,I like to eat vegetables
3016,I can not wait to swim in the pool!
3017,The galaxy is full of stars and planets.
3018,The tile is slippery because it is wet
3019,My brother put lotion on his skin.
3020,Fish swim at the lake
3021,My brother is a human being.
3022,One goes to a restaurant to satisfy his hunger.
3023,Some people gamble at the casino
3024,He makes music with a drum and sticks
3025,She put on her shoes.
3026,The golfer used a golf club to hit the ball off the tee.
3027,She put leftovers in the fridge for lunch tomorrow.
3028,Your arm is connected to your wrist.
3029,A slice of pizza is triangular.
3030,Superman is a comic book superhero
3031,I picked a pear from a tree.
3032,He rode a horse.
3033,She went to the store to buy bananas.
3034,I like to go for long walks.
3035,I use the remote to watch tv
3036,Boat is a small vessel for travelling over water
3037,They filled the bucket with cold water
3038,I placed the dishes in the dishwasher.
3039,The dog ate the meat.
3040,She took her dog for a walk.
3041,A parent can teach that praying to god is good
3042,He ate a taco.
3043,Jack named her puppy clover
3044,He had a strange bacteria infection
3045,The man spoke hysterically
3046,She played the lottery and won money
3047,He ate a sandwich.
3048,I like to visit other countries
3049,He blew his nose with a tissue.
3050,She pressed wildflowers between chapters of her book.
3051,I like to listen to classical music
3052,He answered the phone when it rang.
3053,If it is cold most people sleep under a blanket.
3054,A boy rode a black horse on a saddle
3055,He ran down the road with his dog
3056,Cricket is a bat-and-ball game played between two teams of eleven players on a field
3057,Something you would find for sale in a hardware store is a hammer.
3058,He liked to watch television with his mom
3059,I like to wear my sunglasses to hide my eyes from the others.
3060,I saw a school of fish when I went snorkeling.
3061,Boiling water is hot
3062,He ate a pizza
3063,I eat salad for lunch everyday.
3064,Boxing is a violent sport.
3065,The cowboy rode into town on a horse.
3066,He walked through an open door into the garden
3067,She got a bicycle for her birthday
3068,Flounder is a type of fish.
3069,He can see himself in the mirror.
3070,Leaves fall from tree branches during autumn
3071,i served salmon for diner
3072,She swatted away a fruit fly
3073,He put the dishes in the kitcken sink.
3074,I traveled to Spain by plane.
3075,Some brief cases have locks on them
3076,He can play the guitar
3077,A coyote is a type of canine.
3078,He put an apple in the fridge.
3079,Eating too much sugar can give you cavities.
3080,They started their car and drove away.
3081,I need to go to the doctor
3082,Tesla makes electric cars.
3083,Caterpillars turn into butterflies as a part of metamorphosis.
3084,An apple a day keeps the doctor away.
3085,Cows have black and whites spots
3086,He rode a bicycle.
3087,A human is a homosapien.
3088,She walked the dog outside on the lawn.
3089,Earth is the only human inhabitable planet.
3090,He watches tv.
3091,I put gas into my car today.
3092,I drove from Los Angeles to New York City.
3093,The puppy barked at the siren
3094,She likes to mount horses
3095,Grandma misplaced her glasses.
3096,The woman ran on the treadmill.
3097,The laptop is on the desk
3098,The woman washed the plate with the sponge.
