id,sentence,label
7163,The airplane flies very fast.,0
7164,Schools usually have many teachers.,0
7165,Tornadoes bring benefits to humans,1
7166,Hot pot is very sweet.,1
7167,I like to listen to the TV every morning.,1
7168,I drink a glass of oil every morning.,1
7169,Human hair turns white with age.,0
7170,Firefighters use oil to put out fires when the forest is on fire,1
7171,The Sun is the largest star in the solar system.,0
7172,Cars float on the water,1
7173,Cocks crow every day,0
7174,He likes to eat basketball.,1
7175,There will be many ponds in the jungle.,0
7176,The water in the pond eventually converges to the sea.,1
7177,I like swimming in the classroom.,1
7178,I like to write with a brush.,0
7179,Hens can lay chickens.,1
7180,Water evaporates into steam.,0
7181,I like to use fire for heating.,0
7182,too much exercise can cause fatigue,0
7183,"it rarely rains these days, so the sales of umbrellas have increased",1
7184,usually there are many televisions in the kitchen,1
7185,eggs are from chicken farmers' body,1
7186,I put my books in the refrigerator,1
7187,everyone is never too old to study breathing,1
7188,this house sounds very good,1
7189,Whales live in the desert,1
7190,He made roast chicken his dinner.,0
7191,He wanted to rest because he was very tired.,0
7192,Apple is nutritious food.,0
7193,I go to the gym every month to exercise.,0
7194,"When the car is damaged, we can go to the garage to repair it.",0
7195,Pupils ride bicycles to school.,0
7196,The Arctic is very hot.,1
7197,You should wear fewer clothes when you feel cold.,1
7198,I like going to the cinema to watch basketball games.,1
7199,People often wipe their sweat with bedsheets.,1
7200,People usually eat very little food in order to lose weight.,0
7201,Birds usually sleep on the ground.,1
7202,I like people who are gentle to me.,0
7203,Water contains a lot of pigments.,1
7204,I can dig an apple out of the soil.,1
7205,Police usually release bad people.,1
7206,He likes to eat some bowls and chopsticks for breakfast.,1
7207,Food processing factories will supply us with food.,0
7208,"It was sunny, so many people took their elephants for a walk.",1
7209,There may be villages in the ocean,1
7210,Astronauts usually travel to space by rocket.,0
7211,Sheep like to graze grass on the grassland,0
7212,I like flying kites in my bedroom.,1
7213,He missed the last flight of the hotel.,1
7214,He likes to play online games on his desk.,1
7215,He writes in bottles,1
7216,Girls now usually have a long braid,0
7217,It often rains in the desert.,1
7218,People can eat with their mouths.,0
7219,I saw a cat running over quickly.,0
7220,"In order to study Mathematics, I attended a supplementary class.",0
7221,Football players like to kick the ball with their feet,0
7222,A lion is a carnivore.,0
7223,There are thirteen months in a year.,1
7224,"His mother died, and he was very sad.",0
7225,Everyone sleepwalks while sleeping,1
7226,The moonlight shines through the wall into the room.,1
7227,Eating is very necessary for human beings.,0
7228,Drinking and driving are very dangerous things.,0
7229,I took the ice cream out of the refrigerator.,0
7230,He left his car in his bedroom.,1
7231,I'm chatting with my friends.,0
7232,There are many planets in space.,0
7233,I like to buy clothes in the gym.,1
7234,Human beings usually live on the moon.,1
7235,He likes to eat apples.,0
7236,Water turns into ice in the refrigerator,0
7237,The car bumped the plane.,1
7238,I want to go to the botanical garden to see giraffes.,1
7239,There was a theft here so I called the travel agency,1
7240,I go to the gym to play basketball.,0
7241,I had steak for dinner,0
7242,Outdated food is not edible,0
7243,"In order to exercise, I learn to basketball.",0
7244,Staying up late is bad for your health,0
7245,pilots who fly planes need to be examined strictly,0
7246,The sea is salty,0
7247,Africans skin is white,1
7248,Achilles tendon fracture can be strenuous exercise,1
7249,we can play computer games for a long time,1
7250,The moon can be used as a tourist destination,1
7251,He takes a bath in the restaurant every day,1
7252,Einstein is a famous philosopher,1
7253,homeless people are rich,1
7254,he treats me so bad that I hate him so much,0
7255,she danced to the music,0
7256,Thieves are punished for stealing,0
7257,We have to obey traffic rules,0
7258,My hamburger I had for dinner,0
7259,I can hear piano music.,0
7260,Watching mobile phones for a long time is harmful to your health,0
7261,Rubber will harden when used up,0
7262,It's very hot in winter.,1
7263,The road can wash clothes.,1
7264,We can drink too much cold food.,1
7265,Human blood is green,1
7266,The atomic bomb is a terrible animal.,1
7267,Man is a social animal.,0
7268,Long exposure to sunlight is good for health,1
7269,We often bathe in the sand.,1
7270,I like pork very much.,0
7271,Birds can swim freely in the water.,1
7272,I use bears as my toys,1
7273,I eat hot pot by hand,1
7274,I like to talk to my friends.,0
7275,Motorcycle riders should wear a helmet,0
7276,we cannot keep pandas as pets,0
7277,drinking alcohol is good for health,1
7278,you don't need a passport to enter a foreign country,1
7279,"when America is during wintertime, Australia is also during wintertime",1
7280,usually there are many buildings in a forest,1
7281,I ate potatoes for breakfast,0
7282,Peter lied and his mother punished him,0
7283,"after the sunrise, the sky will turn dark",1
7284,humans cannot breathe underwater,0
7285,I have two eyes,0
7286,The peach is a kind of fruit,0
7287,12-year-old Mary is shorter than she was six years ago.,1
7288,this dress looks very good,0
7289,I put my pens in my wash bag,1
7290,watermelons grow on trees,1
7291,most people have two legs,0
7292,the proposal usually happens after the wedding,1
7293,he likes fishing by a desert,1
7294,"if you want to get good grades, you'd better study hard",0
7295,you can walk into a room straightly if the door is open,0
7296,you need to be awake to stay up,0
7297,I had a hamburger for lunch today,0
7298,the hunter caught a deer in the forest,0
7299,I'm tired now so I need to get some rest,0
7300,I can see the pictures on the wall,0
7301,my home is 2 kilometers from school and I take a plane to school everyday,1
7302,people go to the park when they are sick,1
7303,I am waiting for the train at the bus station,1
7304,I want to go to the South Pole to see penguins,0
7305,there was a car accident so I called the police,0
7306,I go swimming at the cinema with my friends every weekends,1
7307,every morning the sunlight shine into my room through the wall,1
7308,Columbus created America,1
7309,I put my phone in my shoe,1
7310,I learned to paint to enjoy art,0
7311,suit is a good quality of a person,1
7312,Fasten your seat belt before you drive,0
7313,birds can breathe in the water,1
7314,we can see the future through photos,1
7315,two people who love each other may marry each other,0
7316,good-looking people must have better chances to success,1
7317,Tom was absent two days this week and the teacher was very angry for it,0
7318,he takes a shower in his closet every morning,1
7319,the plane is one of the most important discoveries in human history,1
7320,I had bacon and eggs for my breakfast,0
7321,homeless people are pitiful,0
7322,he treats me so nice that I like him so much,0
7323,she danced to the piano,1
7324,Jack works at a restaurant as a waiter,0
7325,people usually eat cakes when there are birthdays,0
7326,my mother's mother is my grandfather,1
7327,"people say ""excuse me"" after being helped",1
7328,It costs me 1 dollar every day to go to school on foot,1
7329,Lily worked very hard so she got good grades,0
7330,you can go to college after graduation from high school,0
7331,I picked a cherry from the tree,0
7332,I don't feel hungry any more after my lunch,0
7333,a restroom is a place for dining,1
7334,an ant has six legs,0
7335,I had a bad day and I was excited,1
7336,"my clothes are dirty, so I wash them",0
7337,I like to watch the moon rise in the evening,0
7338,My purse was stolen yesterday,0
7339,He jumped into the sandpit to save the drowning kid,1
7340,I caught a cold and I felt energetic,1
7341,I made a fire after cooking,1
7342,we were cold so we put out the fire in the fireplace,1
7343,Steve drove back to California from Australia,1
7344,you must stop when there is a stop sign,0
7345,a customer can ask a cleaner question about the price of products in a mall,1
7346,Children must learn to ride bikes by themselves,1
7347,a little baby needs parents' care,0
7348,Money can buy families,1
7349,Money can buy movie tickets,0
7350,drivers may not obey traffic regulations.,1
7351,I bought my favorite writer's new book from the bookstore,0
7352,Lily met her boyfriend on the Moon,1
7353,I stop working when I am not feeling well,0
7354,ocean water tastes salty,0
7355,talking on the phone when watching a movie in the movie theater is not polite,0
7356,The mother lost patience and kissed the girl,1
7357,"If you want the baby to laugh, you can make a face",0
7358,We should keep the cookies in a moist place.,1
7359,I learned a new skill after lots of resting,1
7360,She felt very nervous before delivering a speech,0
7361,the apple is rotten so I threw it into the trash bin,0
7362,Mary ran away from home and her mother was very relaxed,1
7363,I listen to the news on the radio every morning as I drive,0
7364,There is a reflection of the moon in the lake,0
7365,you can buy a book from a bookstore,0
7366,Starbucks is the name of a theatre,1
7367,Butterflies used to be caterpillars,0
7368,his lifestyle is green,0
7369,I bought a ticket and watched a baseball game,0
7370,American people speak American,1
7371,There is a turtle living in my fish tank,0
7372,parents often punish their children for behaving well,1
7373,Lions can climb trees,1
7374,I open the closet and see the sky,1
7375,I am wearing a pair of sunglasses,0
7376,I first met my boyfriend on September the 30th,0
7377,the day before Friday is Thursday,0
7378,Turn on the wipers when driving in the rain,0
7379,my dream is to be a doctor because I want to educate people,1
7380,you need to slow down when driving to a school area,0
7381,we should put the carton in the recycling bin,0
7382,He put the staples into the stapler,0
7383,"After the accident, she called the insurance company to pay for the damage",0
7384,She drew a picture with a flute,1
7385,I cut the paper with erasers,1
7386,John is using a spoon to eat his soup,0
7387,The blocks fell down so the child began to cry,0
7388,my neighbors were causing a lot of noise so I opened my windows,1
7389,the light was too dim so I began reading,1
7390,"She caught a cold, so she put on a mask to avoid spreading it to others",0
7391,He put on his shoes with his eyes,1
7392,we held a party at Katie's house last week,0
7393,My cat's nails are so long that they scratch me,0
7394,after finishing the assignment I felt relaxed,0
7395,I missed the deadline of the paper and felt at ease,1
7396,He put out the fire by pouring oil on it,1
7397,There are still many areas where people do not have enough food to eat.,0
7398,"when there is too much rain, there is a risk for flood",0
7399,my favorite thing is skiing in the lake,1
7400,He liked this singer a lot so he went to her concert,0
7401,we cooked too much rice so some were left.,0
7402,Dishwasher brings us a lot of trouble,1
7403,the ground was covered by wind after the storm,1
7404,Not all tableware can be put into the microwave for heating,0
7405,Cindy is really tired so she decides to stay up late,1
7406,apple is unhealthy for our life,1
7407,Some people do not eat pork,0
7408,People should drink some water after sports,0
7409,We should take a private car to decrease pollution,1
7410,"My son got a high grade, so he studied really hard",1
7411,You should wear fewer clothes when the winter is coming,1
7412,People could survive without food,1
7413,People should drink paint every day,1
7414,Please touch the fire,1
7415,I wear shoes on my face,1
7416,Tigers only eat meat,1
7417,I love the glacier in Iceland,0
7418,I will go to China to see pandas,0
7419,China is one of the largest countries in the world,0
7420,People can not see everything clearly at night,0
7421,People can not ride a bike on the sea,0
7422,Blackboard is one of the most popular singers in the world,1
7423,You should wear sunglasses under the sunshine,0
7424,You can wear a bikini on the beach,0
7425,People will sleep at night,0
7426,I will take the plane to Japan from China tomorrow,0
7427,Yesterday I ate thirty times,1
7428,I use my laptop to play League of Legends,0
7429,I can use my bike to watch video,1
7430,I wear a coat because today the sunlight is so strong,1
7431,Hotpot ate me today,1
7432,You can learn Chinese from English people,1
7433,My father goes to his office to work every day,0
7434,My mother buys a bag for me,0
7435,My dog likes driving car,1
7436,My parents buy a piece of cake for me as a gift,0
7437,The sharks live on the land,1
